Names,"Elastic (Young's, Tensile) Modulus",Elongation at Break,Poisson's Ratio,Shear Modulus,Tensile Strength: Ultimate (UTS),Tensile Strength: Yield (Proof),Latent Heat of Fusion,Melting Completion (Liquidus),Melting Onset (Solidus),Specific Heat Capacity,Thermal Conductivity,Thermal Expansion,Electrical Conductivity: Equal Volume,Electrical Conductivity: Equal Weight (Specific),Base Metal Price,Density,Embodied Carbon,Embodied Energy,Embodied Water,Resilience: Ultimate (Unit Rupture Work),Resilience: Unit (Modulus of Resilience),Stiffness to Weight: Axial,Stiffness to Weight: Bending,Strength to Weight: Axial,Strength to Weight: Bending,Thermal Diffusivity,Thermal Shock Resistance,Iron (Fe)Fe,Nickel (Ni)Ni,Manganese (Mn)Mn,Molybdenum (Mo)Mo,Silicon (Si)Si,Copper (Cu)Cu,Carbon (C)C,Chromium (Cr)Cr,Vanadium (V)V,Phosphorus (P)P,Sulfur (S)S,Residualsres.,PREN (Pitting Resistance),Niobium (Nb)Nb,Nitrogen (N)N,Aluminum (Al)Al,Titanium (Ti)Ti,Zirconium (Zr)Zr,Brinell Hardness,Fatigue Strength,Reduction in Area,Maximum Temperature: Mechanical,Impact Strength: V-Notched Charpy,Tungsten (W)W,Maximum Temperature: Corrosion,Selenium (Se)Se,Cobalt (Co)Co,Magnesium (Mg)Mg,Tin (Sn)Sn,Arsenic (As)As,Fracture Toughness,Shear Strength,Compressive (Crushing) Strength,Curie Temperature,Rockwell C Hardness,Calcium (Ca)Ca,Boron (B)B,Oxygen (O)O,Rockwell B Hardness,Calomel Potential,Tantalum (Ta)Ta,Cerium (Ce)Ce,Lanthanum (La)La,Lead (Pb)Pb,Zinc (Zn)Zn
ASTM-A356-Grade-5-J12540-Cast-Steel,190,25,0.29,73,550,310,250,1470,1420,470,49,13,7.2,8.3,2.6,7.9,1.5,20,49,120,250,13,24,20,19,13,16,97.1 to 99.2,NA,0 to 0.7,0.4 to 0.6,0 to 0.6,NA,0 to 0.25,0.4 to 0.7,NA,0 to 0.035,0 to 0.030,NA,2.2,NA,NA,NA,NA,NA,170,230,39,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-A356-Grade-6-J12073-Cast-Steel,190,25,0.29,73,550,350,250,1460,1420,470,41,13,7.4,8.4,2.9,7.8,1.6,21,53,120,320,13,24,20,19,11,16,96.2 to 98.1,NA,0.5 to 0.8,0.45 to 0.65,0 to 0.6,NA,0 to 0.2,1.0 to 1.5,NA,0 to 0.035,0 to 0.030,NA,3.1,NA,NA,NA,NA,NA,170,250,39,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-A356-Grade-8-J11697-Cast-Steel,190,21,0.29,73,630,390,260,1470,1430,470,38,13,7.5,8.6,3.5,7.8,2,26,55,110,390,13,24,22,21,10,18,95.4 to 97.4,NA,0.5 to 0.9,0.9 to 1.2,0.2 to 0.6,NA,0 to 0.2,1.0 to 1.5,0.050 to 0.15,0 to 0.035,0 to 0.030,NA,4.7,NA,NA,NA,NA,NA,190,270,50,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-A356-Grade-9-J21610-Cast-Steel,190,17,0.29,73,670,460,260,1470,1430,470,41,13,7.5,8.6,3.6,7.8,2.4,33,56,100,570,13,24,24,22,11,19,95.2 to 97.2,NA,0.5 to 0.9,0.9 to 1.2,0.2 to 0.6,NA,0 to 0.2,1.0 to 1.5,0.2 to 0.35,0 to 0.035,0 to 0.030,NA,4.7,NA,NA,NA,NA,NA,200,310,50,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-Grade-LC1-J12522-Cast-Carbon-Molybdenum-Steel,190,27,0.29,73,540,270,250,1470,1420,470,50,13,7.2,8.2,2.4,7.9,1.5,20,47,120,200,13,24,19,19,13,16,97.6 to 99.05,NA,0.5 to 0.8,0.45 to 0.65,0 to 0.6,NA,0 to 0.25,NA,NA,0 to 0.040,0 to 0.045,NA,NA,NA,NA,NA,NA,NA,160,200,40,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-Grade-LC2-J22500-Cast-Nickel-Steel,190,27,0.29,73,570,310,250,1460,1420,470,52,13,7.5,8.6,3.4,7.9,1.6,22,50,130,260,13,24,20,19,14,17,95.3 to 97.5,2.0 to 3.0,0.5 to 0.8,NA,0 to 0.6,NA,0 to 0.25,NA,NA,0 to 0.040,0 to 0.045,NA,NA,NA,NA,NA,NA,NA,170,230,40,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-Grade-LC2-1-J42215-Cast-Alloy-Steel,190,20,0.29,73,810,630,260,1460,1420,470,46,13,8,9.1,5,7.9,1.9,25,60,150,1040,13,24,29,25,12,24,92.5 to 95.3,2.5 to 3.5,0.55 to 0.75,0.3 to 0.6,0 to 0.5,NA,0 to 0.22,1.4 to 1.9,NA,0 to 0.040,0 to 0.045,NA,3.1,NA,NA,NA,NA,NA,240,430,34,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-Grade-LC3-J31550-Cast-Nickel-Steel,190,27,0.29,73,570,310,250,1460,1420,470,52,13,7.6,8.7,4,7.9,1.7,23,52,130,260,13,24,20,19,14,17,94.4 to 96.5,3.0 to 4.0,0.5 to 0.8,NA,0 to 0.6,NA,0 to 0.15,NA,NA,0 to 0.040,0 to 0.045,NA,NA,NA,NA,NA,NA,NA,170,230,40,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-Grade-LC4-J41500-Cast-Nickel-Steel,190,27,0.29,73,570,310,250,1460,1420,470,49,13,7.8,8.9,4.6,7.9,1.8,24,54,130,260,13,24,20,19,13,17,93.4 to 95.5,4.0 to 5.0,0.5 to 0.8,NA,0 to 0.6,NA,0 to 0.15,NA,NA,0 to 0.040,0 to 0.045,NA,NA,NA,NA,NA,NA,NA,170,230,40,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-Grade-LC9-J31300-Cast-Nickel-Steel,190,22,0.29,73,660,590,260,1450,1410,470,NA,13,8.9,10,8,7.9,2.3,31,65,140,920,13,24,23,21,NA,20,87.4 to 91.5,8.5 to 10,0 to 0.9,0 to 0.2,0 to 0.45,0 to 0.3,0 to 0.13,0 to 0.5,0 to 0.030,0 to 0.040,0 to 0.045,NA,NA,NA,NA,NA,NA,NA,200,420,34,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-Grade-LCC-J02505-Cast-Carbon-Manganese-Steel,190,25,0.29,72,570,310,250,1450,1410,470,49,13,7.3,8.4,1.8,7.8,1.4,18,45,120,260,13,24,20,20,13,17,96.9 to 100,NA,0 to 1.2,NA,0 to 0.6,NA,0 to 0.25,NA,NA,0 to 0.040,0 to 0.045,0 to 1.0,NA,NA,NA,NA,NA,NA,170,230,40,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4931-GX23CrMoV12-1-Cast-Steel,200,17,0.28,76,810,620,270,1460,1420,470,24,14,9.8,11,8.5,7.8,2.9,42,100,130,970,14,25,29,25,6.5,22,83.2 to 86.8,0 to 1.0,0.5 to 0.8,1.0 to 1.2,0 to 0.4,NA,0.2 to 0.26,11.3 to 12.2,0.25 to 0.35,0 to 0.030,0 to 0.020,NA,16,NA,NA,NA,NA,NA,240,410,NA,600,30,0 to 0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.5410-G10MnMoV6-3-Cast-Steel,190,20 to 25,0.29,73,560 to 620,400 to 480,250,1460,1420,470,51,13,7.3,8.3,2.3,7.8,1.7,22,49,120 to 130,430 to 610,13,24,20 to 22,19 to 21,14,16 to 18,96.9 to 98.6,NA,1.2 to 1.8,0.2 to 0.4,0 to 0.6,NA,0 to 0.12,NA,0.050 to 0.1,0 to 0.025,0 to 0.020,NA,NA,NA,NA,NA,NA,NA,170 to 190,290 to 330,NA,400,67 to 68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.5419-G20Mo5-Cast-Steel,190,25,0.29,73,540,270,250,1460,1420,470,49,13,7.2,8.2,2.4,7.8,1.5,20,48,110,200,13,24,19,19,13,16,97.5 to 99,NA,0.5 to 1.0,0.4 to 0.6,0 to 0.6,NA,0.15 to 0.23,NA,NA,0 to 0.025,0 to 0.030,NA,NA,NA,NA,NA,NA,NA,160,200,NA,410,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.5422-G18Mo5-Cast-Steel,190,26,0.29,73,520,270,250,1460,1420,470,39,13,7.3,8.4,2.7,7.9,1.6,22,50,110,200,13,24,18,18,10,15,96.3 to 98.6,0 to 0.4,0.8 to 1.2,0.45 to 0.65,0 to 0.6,0 to 0.3,0.15 to 0.2,0 to 0.3,0 to 0.050,0 to 0.020,0 to 0.020,NA,NA,NA,NA,NA,NA,NA,150,200,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.5636-G9Ni10-Cast-Steel,190,27,0.29,73,560,310,250,1460,1420,470,52,13,7.6,8.7,3.6,7.9,1.7,23,52,130,260,13,24,20,19,14,16,94.6 to 97.4,2.0 to 3.0,0.5 to 0.8,0 to 0.2,0 to 0.6,0 to 0.3,0.060 to 0.12,0 to 0.3,0 to 0.050,0 to 0.020,0 to 0.015,NA,NA,NA,NA,NA,NA,NA,170,230,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.5638-G9Ni14-Cast-Steel,190,23,0.29,73,580,410,250,1460,1420,470,52,13,7.6,8.7,4,7.9,1.7,23,52,120,450,13,24,20,20,14,17,94.4 to 96.4,3.0 to 4.0,0.5 to 0.8,NA,0 to 0.6,NA,0.060 to 0.12,NA,NA,0 to 0.020,0 to 0.015,NA,NA,NA,NA,NA,NA,NA,170,290,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.5681-GX9Ni5-Cast-Steel,190,20,0.29,73,630,430,250,1460,1420,470,48,13,7.9,9,5,7.9,1.9,25,55,110,490,13,24,22,21,13,19,92.9 to 94.9,4.5 to 5.5,0.5 to 0.8,NA,0 to 0.6,NA,0.060 to 0.12,NA,NA,0 to 0.020,0 to 0.020,NA,NA,NA,NA,NA,NA,NA,190,300,NA,420,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.6220-G20Mn5-Cast-Steel,190,23 to 25,0.29,73,550 to 580,340,250,1460,1420,470,52,13,7.3,8.4,2.1,7.8,1.5,19,48,110 to 120,300 to 310,13,24,19 to 20,19 to 20,14,16 to 17,96.7 to 98.8,0 to 0.8,1.0 to 1.6,NA,0 to 0.6,NA,0.17 to 0.23,NA,NA,0 to 0.020,0 to 0.030,NA,NA,NA,NA,NA,NA,NA,170,240 to 250,NA,400,49 to 57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.6553-G25NiCrMo3-Cast-Steel,190,19 to 21,0.29,73,710 to 800,470 to 670,250,1460,1420,470,39,13,7.5,8.6,2.7,7.8,1.6,21,51,130 to 150,600 to 1190,13,24,25 to 28,23 to 24,10,21 to 23,95.6 to 98.2,0.4 to 0.8,0.6 to 1.0,0.15 to 0.3,0 to 0.8,0 to 0.3,0.23 to 0.28,0.4 to 0.8,0 to 0.030,0 to 0.030,0 to 0.025,NA,NA,NA,NA,NA,NA,NA,210 to 240,330 to 460,NA,420,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.6554-G25NiCrMo6-Cast-Steel,190,17 to 21,0.29,73,780 to 930,550 to 790,250,1460,1420,470,40,13,7.6,8.7,3.4,7.9,1.7,22,53,140 to 150,810 to 1650,13,24,27 to 33,24 to 27,11,23 to 27,94.6 to 97.3,1.0 to 2.0,0.6 to 0.9,0.2 to 0.3,0 to 0.6,0 to 0.3,0.23 to 0.28,0.7 to 0.9,0 to 0.030,0 to 0.030,0 to 0.025,NA,NA,NA,NA,NA,NA,NA,230 to 280,380 to 520,NA,420,30 to 45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.6570-G32NiCrMo8-5-4-Cast-Steel,190,11 to 17,0.29,73,910 to 1130,760 to 1060,250,1460,1420,470,40,13,7.7,8.8,3.9,7.9,1.7,23,56,120 to 140,1520 to 3010,13,24,32 to 40,27 to 31,11,27 to 33,94 to 96.2,1.6 to 2.1,0.6 to 1.0,0.3 to 0.5,0 to 0.6,NA,0.28 to 0.35,1.0 to 1.4,NA,0 to 0.020,0 to 0.015,NA,2.5,NA,NA,NA,NA,NA,270 to 340,500 to 660,NA,440,40 to 48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.6579-G35CrNiMo6-6-Cast-Steel,190,11 to 14,0.29,73,850 to 980,600 to 910,250,1460,1410,470,39,13,7.7,8.8,3.7,7.8,1.7,22,56,100 to 120,950 to 2210,13,24,30 to 35,25 to 28,11,25 to 29,94.2 to 96.1,1.4 to 1.7,0.6 to 1.0,0.15 to 0.35,0 to 0.6,NA,0.32 to 0.38,1.4 to 1.7,NA,0 to 0.025,0 to 0.030,NA,2.4,NA,NA,NA,NA,NA,260 to 290,380 to 570,NA,440,35 to 41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.6750-G20NiMoCr4-Cast-Steel,190,18,0.29,73,650,460,250,1460,1420,470,39,13,7.5,8.6,3.3,7.9,1.7,22,52,110,570,13,24,23,21,10,19,95.3 to 97.5,0.8 to 1.2,0.8 to 1.2,0.4 to 0.8,0 to 0.6,NA,0.17 to 0.23,0.3 to 0.5,NA,0 to 0.025,0 to 0.030,NA,2.4,NA,NA,NA,NA,NA,190,310,NA,420,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.6771-G30NiCrMo14-Cast-Steel,190,8.0 to 8.7,0.29,73,930 to 1180,740 to 1140,250,1460,1420,470,46,13,8,9.2,5,7.9,1.9,25,58,75 to 93,1460 to 3450,13,24,33 to 41,27 to 31,13,27 to 35,92.2 to 95,3.0 to 4.0,0.6 to 1.0,0.3 to 0.6,0 to 0.6,NA,0.27 to 0.33,0.8 to 1.2,NA,0 to 0.030,0 to 0.020,NA,2.5,NA,NA,NA,NA,NA,280 to 350,440 to 680,NA,440,20 to 32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.6781-G17NiCrMo13-6-Cast-Steel,190,17,0.29,73,830,680,260,1460,1420,470,44,13,7.9,9.1,5,7.9,1.9,25,60,130,1220,13,24,29,25,12,24,92.6 to 94.6,3.0 to 3.5,0.55 to 0.8,0.45 to 0.6,0 to 0.5,NA,0.15 to 0.19,1.3 to 1.8,NA,0 to 0.015,0 to 0.015,NA,3.3,NA,NA,NA,NA,NA,250,450,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7221-G26CrMo4-Cast-Steel,190,11 to 17,0.29,73,650 to 780,430 to 630,250,1460,1420,470,44,13,7.3,8.4,2.4,7.8,1.5,20,51,83 to 98,490 to 1050,13,24,23 to 27,21 to 24,12,19 to 23,96.8 to 98.3,NA,0.5 to 0.8,0.15 to 0.3,0 to 0.6,NA,0.22 to 0.29,0.8 to 1.2,NA,0 to 0.025,0 to 0.030,NA,NA,NA,NA,NA,NA,NA,200 to 230,290 to 390,NA,420,20 to 38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7230-G34CrMo4-Cast-Steel,190,11 to 12,0.29,73,720 to 910,510 to 740,250,1460,1420,470,44,13,7.3,8.4,2.4,7.8,1.5,20,51,79 to 97,700 to 1460,13,24,26 to 32,23 to 27,12,21 to 27,96.7 to 98.3,NA,0.5 to 0.8,0.15 to 0.3,0 to 0.6,NA,0.3 to 0.37,0.8 to 1.2,NA,0 to 0.025,0 to 0.030,NA,NA,NA,NA,NA,NA,NA,220 to 270,320 to 460,NA,420,29 to 30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7231-G42CrMo4-Cast-Steel,190,11 to 12,0.29,73,790 to 930,570 to 800,250,1460,1420,470,46,13,7.3,8.4,2.5,7.8,1.5,20,51,87 to 100,870 to 1700,13,24,28 to 33,24 to 27,12,23 to 27,96.4 to 98.1,NA,0.6 to 1.0,0.15 to 0.3,0 to 0.6,NA,0.38 to 0.45,0.8 to 1.2,NA,0 to 0.025,0 to 0.030,NA,NA,NA,NA,NA,NA,NA,240 to 280,360 to 500,NA,420,28 to 30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7357-G17CrMo5-5-Cast-Steel,190,23,0.29,73,590,360,250,1460,1420,470,41,13,7.4,8.5,2.9,7.8,1.6,21,53,120,340,13,24,21,20,11,17,96 to 97.9,NA,0.5 to 1.0,0.45 to 0.65,0 to 0.6,NA,0.15 to 0.2,1.0 to 1.5,NA,0 to 0.025,0 to 0.030,NA,3.1,NA,NA,NA,NA,NA,180,260,NA,430,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7365-GX15CrMo5-Cast-Steel,190,18,0.29,74,700,470,260,1460,1420,470,40,13,8.2,9.4,4.4,7.8,1.8,24,70,110,580,14,25,25,22,11,20,91.2 to 94.9,NA,0.5 to 0.8,0.45 to 0.65,0 to 0.8,0 to 0.3,0.12 to 0.19,4.0 to 6.0,0 to 0.050,0 to 0.025,0 to 0.025,NA,6.8,NA,NA,NA,NA,NA,210,320,NA,510,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7367-GX10CrMoV9-1-Cast-Steel,190,18,0.28,75,670,460,270,1460,1420,470,26,13,8.9,10,7,7.8,2.6,37,88,110,560,14,25,24,22,6.9,19,87.3 to 90.3,0 to 0.4,0.3 to 0.6,0.85 to 1.1,0.2 to 0.5,NA,0.080 to 0.12,8.0 to 9.5,0.18 to 0.25,0 to 0.030,0 to 0.010,NA,13,0.060 to 0.1,0.030 to 0.070,0 to 0.020,0 to 0.010,0 to 0.010,200,310,NA,600,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7376-GX15CrMo9-1-Cast-Steel,190,20,0.28,75,710,460,270,1460,1410,470,26,13,9.2,11,6.5,7.8,2.1,29,88,130,560,14,25,25,23,6.9,20,86.2 to 90.6,0 to 0.4,0.35 to 0.65,0.9 to 1.2,0 to 1.0,0 to 0.3,0.12 to 0.19,8.0 to 10,0 to 0.050,0 to 0.030,0 to 0.030,NA,12,NA,NA,NA,NA,NA,210,320,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7379-G17CrMo9-10-Cast-Steel,190,21,0.29,74,670,460,260,1470,1420,470,39,13,7.6,8.8,3.8,7.8,1.8,23,59,120,550,13,24,24,22,11,19,94.5 to 96.5,NA,0.5 to 0.9,0.9 to 1.2,0 to 0.6,NA,0.13 to 0.2,2.0 to 2.5,NA,0 to 0.025,0 to 0.030,NA,5.7,NA,NA,NA,NA,NA,200,320,NA,460,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7706-G17CrMoV5-10-Cast-Steel,190,17,0.29,73,690,500,260,1470,1430,470,40,13,7.6,8.7,3.7,7.9,2.3,32,57,110,670,13,24,24,22,11,20,94.7 to 97.1,0 to 0.4,0.5 to 0.9,0.9 to 1.1,0 to 0.6,0 to 0.3,0.15 to 0.2,1.2 to 1.5,0.2 to 0.3,0 to 0.020,0 to 0.015,NA,4.7,NA,NA,NA,NA,NA,210,330,NA,440,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7710-G15CrMoV6-9-Cast-Steel,190,6.8 to 11,0.29,73,930 to 1070,800 to 1060,260,1470,1430,470,41,13,7.5,8.6,3.5,7.8,2.2,30,57,73 to 100,1680 to 2970,13,24,33 to 38,27 to 30,11,27 to 31,95.1 to 97,NA,0.6 to 1.0,0.8 to 1.0,0 to 0.6,NA,0.12 to 0.18,1.3 to 1.8,0.15 to 0.25,0 to 0.025,0 to 0.030,NA,4.5,NA,NA,NA,NA,NA,280 to 320,500 to 620,NA,440,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7720-G12MoCrV5-2-Cast-Steel,190,19,0.29,73,590,340,250,1470,1430,470,40,13,7.3,8.4,2.8,7.9,2.2,30,51,97,300,13,24,21,20,11,17,96.6 to 98.6,0 to 0.4,0.4 to 0.7,0.4 to 0.6,0 to 0.45,0 to 0.3,0.1 to 0.15,0.3 to 0.5,0.22 to 0.3,0 to 0.030,0 to 0.020,NA,2.1,NA,NA,NA,NA,NA,180,230,NA,410,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.7725-G30CrMoV6-4-Cast-Steel,190,14,0.29,73,830 to 1000,610 to 860,250,1460,1420,470,39,13,7.4,8.6,2.9,7.8,1.8,24,54,110 to 130,980 to 1940,13,24,29 to 35,25 to 28,11,24 to 29,95.7 to 97.5,NA,0.6 to 1.0,0.3 to 0.5,0 to 0.6,NA,0.27 to 0.34,1.3 to 1.7,0.050 to 0.15,0 to 0.025,0 to 0.030,NA,2.8,NA,NA,NA,NA,NA,250 to 300,390 to 550,NA,440,34 to 35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CE30-J93423-Cast-Stainless-Steel,200,11,0.27,79,630,310,310,1410,1360,490,14,17,2.1,2.4,19,7.7,3.4,49,180,59,240,15,25,23,21,3.6,13,55.1 to 66,8.0 to 11,0 to 1.5,NA,0 to 2.0,NA,0 to 0.3,26 to 30,NA,0 to 0.040,0 to 0.040,NA,28,NA,NA,NA,NA,NA,180,170,NA,1100,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CF10SMnN-J92972-Cast-Stainless-Steel,190,34,0.28,75,660,330,340,1360,1310,500,NA,16,NA,NA,15,7.5,3.1,45,150,180,280,14,26,24,22,NA,15,59.1 to 65.4,8.0 to 9.0,7.0 to 9.0,NA,3.5 to 4.5,NA,0 to 0.1,16 to 18,NA,0 to 0.060,0 to 0.030,NA,19,NA,0.080 to 0.18,NA,NA,NA,190,260,NA,900,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CF16F-J92701-Cast-Stainless-Steel,200,50,0.28,77,530,280,300,1420,1400,480,16,16,2,2.3,18,7.8,3.4,47,150,220,190,14,25,19,19,4.3,12,61.3 to 72.8,9.0 to 12,0 to 1.5,0 to 1.5,0 to 2.0,NA,0 to 0.16,18 to 21,NA,0 to 0.17,0 to 0.040,NA,22,NA,NA,NA,NA,NA,150,270,NA,980,NA,NA,420,0.2 to 0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CF16Fa-Cast-Stainless-Steel,200,28,0.28,77,540,230,300,1420,1370,480,16,16,2.1,2.4,17,7.8,3.3,47,150,120,140,14,25,19,19,4.2,12,62.1 to 72.4,9.0 to 12,0 to 1.5,0.4 to 0.8,0 to 2.0,NA,0 to 0.16,18 to 21,NA,0 to 0.040,0.2 to 0.4,NA,21,NA,NA,NA,NA,NA,160,170,NA,980,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CF20-SCS12-J92602-Cast-Stainless-Steel,200,50,0.28,77,530,250,300,1420,1410,480,16,17,2,2.3,16,7.8,3.1,44,150,220,160,14,25,19,19,4.3,11,64.2 to 74,8.0 to 11,0 to 1.5,NA,0 to 2.0,NA,0 to 0.2,18 to 21,NA,0 to 0.040,0 to 0.040,NA,20,NA,NA,NA,NA,NA,160,240,NA,970,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CF3-SCS19-SCS19A-J92500-Cast-Stainless-Steel,200,60,0.28,77,510,250,300,1420,1450,480,16,16,2,2.3,16,7.8,3.2,45,150,250,160,14,25,18,18,4.3,11,62.9 to 75,8.0 to 12,0 to 1.5,0 to 0.5,0 to 2.0,NA,0 to 0.030,17 to 21,NA,0 to 0.040,0 to 0.040,NA,20,NA,NA,NA,NA,NA,140,270,NA,960,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CF3M-SCS16A-J92800-Cast-Stainless-Steel,200,55,0.28,78,520,260,300,1440,1430,470,16,15,2,2.3,19,7.9,3.8,53,160,240,170,14,25,18,18,4.3,12,59.9 to 72,9.0 to 13,0 to 1.5,2.0 to 3.0,0 to 1.5,NA,0 to 0.030,17 to 21,NA,0 to 0.040,0 to 0.040,NA,27,NA,NA,NA,NA,NA,150,270,NA,990,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
