,Names,"Elastic (Young's, Tensile) Modulus",Elongation at Break,Poisson's Ratio,Shear Modulus,Tensile Strength: Ultimate (UTS),Tensile Strength: Yield (Proof),Latent Heat of Fusion,Melting Completion (Liquidus),Melting Onset (Solidus),Specific Heat Capacity,Thermal Conductivity,Thermal Expansion,Electrical Conductivity: Equal Volume,Electrical Conductivity: Equal Weight (Specific),Base Metal Price,Density,Embodied Carbon,Embodied Energy,Embodied Water,Resilience: Ultimate (Unit Rupture Work),Resilience: Unit (Modulus of Resilience),Stiffness to Weight: Axial,Stiffness to Weight: Bending,Strength to Weight: Axial,Strength to Weight: Bending,Thermal Diffusivity,Thermal Shock Resistance,Iron (Fe)Fe,Nickel (Ni)Ni,Manganese (Mn)Mn,Molybdenum (Mo)Mo,Silicon (Si)Si,Copper (Cu)Cu,Carbon (C)C,Chromium (Cr)Cr,Vanadium (V)V,Phosphorus (P)P,Sulfur (S)S,PREN (Pitting Resistance),Niobium (Nb)Nb,Nitrogen (N)N,Aluminum (Al)Al,Titanium (Ti)Ti,Zirconium (Zr)Zr,Brinell Hardness,Fatigue Strength,Maximum Temperature: Mechanical,Impact Strength: V-Notched Charpy,Tungsten (W)W,Maximum Temperature: Corrosion,Selenium (Se)Se,Cobalt (Co)Co,Magnesium (Mg)Mg,Tin (Sn)Sn,Arsenic (As)As,Shear Strength,Calcium (Ca)Ca,Boron (B)B,Oxygen (O)O,Tantalum (Ta)Ta,Cerium (Ce)Ce,Lanthanum (La)La,Lead (Pb)Pb,Zinc (Zn)Zn
715,AISI-302-S30200-Stainless-Steel,200.0,25.25,0.28,77.0,1005.0,665.0,280,1420,1400,480,16.0,17.0,2.4,2.8,15.0,7.8,3.0,42,140,159.5,1605.0,14.0,25.0,36.0,28.0,4.4,21.5,71.45,9.0,1.0,0.0,0.375,0.0,0.075,18.0,0.0,0.0225,0.015,19.0,0.0,0.05,0.0,0.0,0.0,305.0,365.0,710.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,AISI-302B-S30215-Stainless-Steel,200.0,45.0,0.28,76.0,580.0,230.0,320,1400,1360,490,17.0,16.0,2.2,2.6,15.0,7.7,3.0,43,140,210.0,140.0,14.0,25.0,21.0,20.0,4.4,13.0,69.35,9.0,1.0,0.0,2.5,0.0,0.075,18.0,0.0,0.0225,0.015,19.0,0.0,0.05,0.0,0.0,0.0,190.0,210.0,930.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,AISI-303-S30300-Stainless-Steel,200.0,45.5,0.28,77.0,645.0,325.0,290,1450,1400,480,16.0,17.0,2.4,2.8,15.0,7.8,3.0,42,140,240.0,290.0,14.0,25.0,23.0,21.0,4.4,14.0,71.1,9.0,1.0,0.0,0.5,0.0,0.075,18.0,0.0,0.1,0.25,18.0,0.0,0.0,0.0,0.0,0.0,190.0,295.0,930.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,AISI-303Se-S30323-Stainless-Steel,200.0,45.0,0.28,77.0,590.0,230.0,290,1420,1380,480,16.0,16.0,2.4,2.8,16.0,7.8,3.0,42,140,210.0,130.0,14.0,25.0,21.0,20.0,4.3,13.0,71.05000000000001,9.0,1.0,0.0,0.5,0.0,0.075,18.0,0.0,0.1,0.03,18.0,0.0,0.0,0.0,0.0,0.0,180.0,210.0,930.0,,0.0,410.0,0.25,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,AISI-304-S30400-Stainless-Steel,200.0,25.5,0.28,77.0,880.0,545.0,290,1450,1400,480,16.0,17.0,2.4,2.7,15.0,7.8,3.0,43,150,168.0,1005.0,14.0,25.0,31.5,26.0,4.2,18.5,70.25,9.25,1.0,0.0,0.375,0.0,0.04,19.0,0.0,0.0225,0.015,20.0,0.0,0.05,0.0,0.0,0.0,265.0,325.0,710.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,AISI-304Cu-S30430-Stainless-Steel,190.0,45.0,0.28,76.0,530.0,210.0,290,1410,1370,480,13.0,16.0,2.4,2.8,16.0,7.8,3.0,43,150,190.0,110.0,14.0,25.0,19.0,19.0,3.5,12.0,67.95,9.0,1.0,0.0,0.5,3.5,0.015,18.0,0.0,0.0225,0.015,18.0,0.0,0.0,0.0,0.0,0.0,160.0,190.0,930.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,AISI-304H-S30409-Stainless-Steel,200.0,40.0,0.28,77.0,580.0,230.0,290,1430,1380,480,17.0,16.0,2.4,2.8,15.0,7.8,3.0,43,150,190.0,130.0,14.0,25.0,21.0,20.0,4.5,13.0,70.3,9.25,1.0,0.0,0.375,0.0,0.07,19.0,0.0,0.0225,0.015,19.0,0.0,0.0,0.0,0.0,0.0,180.0,200.0,960.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,AISI-304L-S30403-Stainless-Steel,200.0,26.35,0.28,77.0,850.0,530.0,290,1450,1400,480,16.0,17.0,2.4,2.7,16.0,7.8,3.1,44,150,155.5,996.0,14.0,25.0,30.0,25.0,4.2,18.5,69.5,10.0,1.0,0.0,0.375,0.0,0.015,19.0,0.0,0.0225,0.015,20.0,0.0,0.05,0.0,0.0,0.0,255.0,300.0,540.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,AISI-304LN-S30453-Stainless-Steel,200.0,26.9,0.28,77.0,870.0,550.0,290,1420,1380,480,15.0,16.0,2.4,2.7,16.0,7.8,3.1,44,150,176.5,1020.0,14.0,25.0,31.0,25.5,4.0,19.5,69.45,10.0,1.0,0.0,0.375,0.0,0.015,19.0,0.0,0.0225,0.015,21.0,0.0,0.13,0.0,0.0,0.0,270.0,320.0,960.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,AISI-304N-S30451-Stainless-Steel,200.0,27.05,0.28,77.0,900.0,560.0,290,1420,1380,480,16.0,16.0,2.4,2.7,15.0,7.8,3.0,43,150,189.0,1005.0,14.0,25.0,32.0,26.5,4.2,20.0,70.15,9.25,1.0,0.0,0.375,0.0,0.04,19.0,0.0,0.0225,0.015,21.0,0.0,0.13,0.0,0.0,0.0,275.0,330.0,960.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,AISI-305-S30500-Stainless-Steel,200.0,39.5,0.28,77.0,645.0,290.0,290,1450,1400,480,16.0,17.0,2.4,2.7,16.0,7.8,3.2,45,150,205.0,225.0,14.0,25.0,22.5,21.5,4.2,14.0,68.8,11.75,1.0,0.0,0.375,0.0,0.06,18.0,0.0,0.0225,0.015,18.0,0.0,0.0,0.0,0.0,0.0,195.0,245.0,540.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,AISI-308-S30800-Stainless-Steel,200.0,45.0,0.28,78.0,590.0,230.0,290,1420,1380,480,15.0,16.0,2.4,2.8,17.0,7.8,3.2,46,150,210.0,140.0,14.0,25.0,21.0,20.0,4.1,13.0,67.55,11.0,1.0,0.0,0.375,0.0,0.04,20.0,0.0,0.0225,0.015,20.0,0.0,0.0,0.0,0.0,0.0,160.0,210.0,990.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,AISI-308L-S30880-ER308-Stainless-Steel,200.0,34.0,0.28,78.0,580.0,230.0,290,1420,1380,480,15.0,16.0,2.2,2.6,16.0,7.8,3.2,45,160,160.0,140.0,14.0,25.0,21.0,20.0,4.1,13.0,67.15,10.0,1.75,0.0,0.425,0.0,0.04,20.75,0.0,0.015,0.015,21.0,0.0,0.0,0.0,0.0,0.0,170.0,180.0,1010.0,,0.0,430.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,AISI-309-S30900-Stainless-Steel,200.0,40.5,0.27,78.0,655.0,305.0,290,1450,1400,480,16.0,15.0,2.2,2.5,19.0,7.8,3.6,51,170,215.0,240.0,14.0,25.0,23.0,21.5,4.3,15.0,62.0,13.5,1.0,0.0,0.375,0.0,0.1,23.0,0.0,0.0225,0.015,23.0,0.0,0.0,0.0,0.0,0.0,195.0,265.0,980.0,,0.0,440.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,AISI-309Cb-S30940-Stainless-Steel,200.0,39.0,0.28,78.0,580.0,230.0,300,1420,1380,480,15.0,16.0,2.2,2.5,23.0,7.8,4.1,59,170,180.0,140.0,14.0,25.0,20.0,20.0,4.0,13.0,61.0,14.0,1.0,0.0,0.375,0.0,0.04,23.0,0.0,0.0225,0.015,23.0,0.55,0.0,0.0,0.0,0.0,190.0,200.0,1090.0,,0.0,510.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,AISI-309H-S30909-Stainless-Steel,200.0,40.0,0.27,78.0,580.0,230.0,290,1420,1370,480,15.0,16.0,2.2,2.5,19.0,7.8,3.6,51,170,190.0,130.0,14.0,25.0,21.0,20.0,4.0,13.0,62.05,13.5,1.0,0.0,0.375,0.0,0.07,23.0,0.0,0.0225,0.015,23.0,0.0,0.0,0.0,0.0,0.0,190.0,200.0,1080.0,,0.0,440.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,AISI-309HCb-S30941-Stainless-Steel,200.0,46.0,0.28,78.0,590.0,230.0,300,1420,1380,480,15.0,16.0,2.2,2.5,23.0,7.8,4.1,59,170,210.0,130.0,14.0,25.0,21.0,20.0,4.0,13.0,61.0,14.0,1.0,0.0,0.375,0.0,0.07,23.0,0.0,0.0225,0.015,23.0,0.55,0.0,0.0,0.0,0.0,190.0,210.0,1090.0,,0.0,510.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,AISI-309S-S30908-Stainless-Steel,200.0,42.0,0.27,78.0,580.0,230.0,290,1420,1370,480,15.0,16.0,2.2,2.5,19.0,7.8,3.6,51,170,190.0,140.0,14.0,25.0,21.0,20.0,4.0,13.0,62.05,13.5,1.0,0.0,0.375,0.0,0.04,23.0,0.0,0.0225,0.015,23.0,0.0,0.0,0.0,0.0,0.0,190.0,210.0,1080.0,,0.0,440.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,AISI-310-S31000-Stainless-Steel,200.0,39.5,0.27,78.0,655.0,305.0,310,1450,1400,480,15.0,15.0,2.2,2.5,25.0,7.8,4.3,61,190,210.0,240.0,14.0,25.0,23.0,21.0,3.9,15.5,52.6,20.5,1.0,0.0,0.75,0.0,0.125,25.0,0.0,0.0225,0.015,25.0,0.0,0.0,0.0,0.0,0.0,200.0,260.0,1040.0,,0.0,440.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,AISI-310Cb-S31040-Stainless-Steel,200.0,39.0,0.28,78.0,580.0,230.0,310,1410,1360,480,15.0,16.0,2.1,2.4,28.0,7.9,4.8,69,190,180.0,140.0,14.0,25.0,20.0,20.0,3.9,13.0,52.1,20.5,1.0,0.0,0.75,0.0,0.04,25.0,0.0,0.0225,0.015,25.0,0.55,0.0,0.0,0.0,0.0,190.0,200.0,1100.0,,0.0,520.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,AISI-310H-S31009-Stainless-Steel,200.0,40.0,0.27,79.0,580.0,230.0,300,1410,1360,480,15.0,16.0,2.1,2.4,25.0,7.9,4.3,61,190,190.0,130.0,14.0,25.0,21.0,20.0,3.9,13.0,53.05,20.5,1.0,0.0,0.375,0.0,0.07,25.0,0.0,0.0225,0.015,25.0,0.0,0.0,0.0,0.0,0.0,190.0,200.0,1100.0,,0.0,450.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,AISI-310HCb-S31041-Stainless-Steel,200.0,46.0,0.28,78.0,590.0,230.0,300,1410,1370,480,15.0,16.0,2.1,2.4,28.0,7.9,4.8,69,190,210.0,130.0,14.0,25.0,21.0,20.0,3.9,13.0,52.5,20.5,1.0,0.0,0.375,0.0,0.07,25.0,0.0,0.0225,0.015,25.0,0.55,0.0,0.0,0.0,0.0,190.0,210.0,1100.0,,0.0,520.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,AISI-310MoLN-S31050-Stainless-Steel,200.0,28.0,0.28,80.0,610.0,290.0,300,1420,1380,470,14.0,16.0,2.2,2.4,28.0,7.9,5.0,70,200,140.0,200.0,14.0,25.0,21.0,20.0,3.7,14.0,49.5,22.0,1.0,2.1,0.25,0.0,0.01,25.0,0.0,0.015,0.005,34.0,0.0,0.12,0.0,0.0,0.0,190.0,210.0,1100.0,,0.0,450.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,AISI-310S-S31008-Stainless-Steel,200.0,39.0,0.27,79.0,655.0,310.0,310,1450,1400,480,16.0,16.0,2.0,2.3,25.0,7.9,4.3,61,190,210.0,250.0,14.0,25.0,23.0,21.0,4.1,15.0,52.65,20.5,1.0,0.0,0.75,0.0,0.04,25.0,0.0,0.0225,0.015,25.0,0.0,0.0,0.0,0.0,0.0,190.0,265.0,1100.0,,0.0,450.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,AISI-314-S31400-Stainless-Steel,200.0,45.0,0.28,78.0,590.0,230.0,330,1380,1340,490,15.0,15.0,2.0,2.3,25.0,7.7,4.3,62,190,210.0,130.0,14.0,25.0,21.0,20.0,3.9,14.0,51.6,20.5,1.0,0.0,2.25,0.0,0.125,24.5,0.0,0.0225,0.015,25.0,0.0,0.0,0.0,0.0,0.0,180.0,210.0,1100.0,,0.0,440.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,AISI-316-S31600-Stainless-Steel,200.0,31.5,0.28,78.0,850.0,540.0,290,1400,1380,470,15.0,16.0,2.3,2.6,19.0,7.9,3.9,53,150,172.5,975.0,14.0,25.0,29.5,24.5,4.1,18.5,67.0,12.0,1.0,2.5,0.375,0.0,0.04,17.0,0.0,0.0225,0.015,26.0,0.0,0.05,0.0,0.0,0.0,260.0,320.0,590.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,AISI-316Cb-S31640-Stainless-Steel,200.0,34.0,0.28,78.0,580.0,230.0,290,1450,1410,470,15.0,16.0,2.3,2.6,22.0,7.9,4.4,61,150,160.0,130.0,14.0,25.0,20.0,20.0,4.1,13.0,66.45,12.0,1.0,2.5,0.375,0.0,0.04,17.0,0.0,0.0225,0.015,26.0,0.55,0.05,0.0,0.0,0.0,190.0,180.0,940.0,,0.0,490.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,AISI-316H-S31609-Stainless-Steel,200.0,40.0,0.28,78.0,580.0,230.0,290,1450,1400,470,16.0,16.0,2.3,2.6,19.0,7.9,3.9,53,150,190.0,130.0,14.0,25.0,21.0,20.0,4.2,13.0,67.05,12.0,1.0,2.5,0.375,0.0,0.07,17.0,0.0,0.0225,0.015,25.0,0.0,0.0,0.0,0.0,0.0,190.0,200.0,940.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,AISI-316L-S31603-Stainless-Steel,200.0,29.5,0.28,78.0,845.0,530.0,290,1400,1380,470,15.0,16.0,2.3,2.6,19.0,7.9,3.9,53,150,153.5,986.5,14.0,25.0,30.0,24.5,4.1,18.5,67.0,12.0,1.0,2.5,0.375,0.0,0.015,17.0,0.0,0.0225,0.015,26.0,0.0,0.05,0.0,0.0,0.0,260.0,310.0,870.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,AISI-316LN-S31653-Stainless-Steel,200.0,42.0,0.28,82.0,590.0,230.0,290,1450,1380,470,15.0,17.0,2.3,2.6,19.0,7.9,3.8,53,150,200.0,130.0,14.0,25.0,21.0,20.0,4.1,13.0,66.95,12.0,1.0,2.5,0.375,0.0,0.015,17.0,0.0,0.0225,0.015,27.0,0.0,0.13,0.0,0.0,0.0,180.0,200.0,940.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,AISI-316N-S31651-Stainless-Steel,200.0,24.0,0.28,78.0,890.0,570.0,290,1440,1400,470,15.0,16.0,2.3,2.7,19.0,7.9,3.9,53,150,162.5,1030.0,14.0,25.0,31.5,25.5,4.1,20.0,66.9,12.0,1.0,2.5,0.375,0.0,0.04,17.0,0.0,0.0225,0.015,27.0,0.0,0.13,0.0,0.0,0.0,270.0,340.0,940.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,AISI-316Ti-S31635-Stainless-Steel,200.0,41.0,0.28,82.0,580.0,230.0,290,1450,1380,470,15.0,17.0,2.3,2.6,19.0,7.9,4.0,55,150,190.0,140.0,14.0,25.0,20.0,20.0,4.0,13.0,66.65,12.0,1.0,2.5,0.375,0.0,0.04,17.0,0.0,0.0225,0.015,26.0,0.0,0.05,0.0,0.35,0.0,190.0,200.0,940.0,,0.0,470.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,AISI-317-S31700-Stainless-Steel,200.0,45.0,0.28,79.0,645.0,335.0,290,1400,1380,470,15.0,17.0,2.3,2.6,21.0,7.9,4.3,59,160,235.0,290.0,14.0,25.0,22.5,21.0,4.1,13.5,63.0,13.0,1.0,3.5,0.375,0.0,0.04,19.0,0.0,0.0225,0.015,31.0,0.0,0.05,0.0,0.0,0.0,195.0,290.0,590.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,AISI-317L-S31703-Stainless-Steel,200.0,44.0,0.28,82.0,550.0,250.0,290,1400,1380,470,14.0,17.0,2.0,2.3,21.0,7.9,4.3,59,160,200.0,150.0,14.0,25.0,19.0,19.0,3.8,12.0,63.0,13.0,1.0,3.5,0.375,0.0,0.015,19.0,0.0,0.0225,0.015,31.0,0.0,0.05,0.0,0.0,0.0,180.0,220.0,1010.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,AISI-317LM-S31725-Stainless-Steel,200.0,46.0,0.28,79.0,590.0,230.0,300,1460,1410,470,14.0,16.0,2.0,2.3,24.0,8.0,4.8,65,170,210.0,130.0,14.0,25.0,21.0,20.0,3.8,13.0,59.45,15.5,1.0,4.5,0.375,0.0,0.015,19.0,0.0,0.0225,0.015,35.0,0.0,0.1,0.0,0.0,0.0,190.0,210.0,300.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,AISI-317LMN-S31726-Stainless-Steel,200.0,45.0,0.28,79.0,620.0,270.0,290,1460,1410,470,14.0,16.0,2.0,2.3,24.0,8.0,4.8,65,170,230.0,180.0,14.0,25.0,22.0,20.0,3.8,14.0,59.900000000000006,15.5,1.0,4.5,0.375,0.0,0.015,18.5,0.0,0.0225,0.015,36.0,0.0,0.15000000000000002,0.0,0.0,0.0,190.0,250.0,1020.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,AISI-317LN-S31753-Stainless-Steel,200.0,45.0,0.28,79.0,620.0,270.0,290,1450,1400,470,14.0,16.0,2.2,2.4,21.0,7.9,4.3,59,160,220.0,190.0,14.0,25.0,22.0,20.0,3.9,14.0,62.900000000000006,13.0,1.0,3.5,0.375,0.0,0.015,19.0,0.0,0.0225,0.015,33.0,0.0,0.16,0.0,0.0,0.0,190.0,250.0,1010.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,AISI-321-S32100-Stainless-Steel,200.0,42.0,0.28,77.0,640.0,285.0,290,1430,1400,480,16.0,17.0,2.4,2.7,16.0,7.8,3.2,45,140,210.0,220.0,14.0,25.0,23.0,21.0,4.1,14.0,69.65,10.5,1.0,0.0,0.375,0.0,0.04,18.0,0.0,0.0225,0.015,19.0,0.0,0.05,0.0,0.35,0.0,190.0,245.0,870.0,,0.0,480.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,AISI-321H-S32109-Stainless-Steel,200.0,40.0,0.28,77.0,580.0,230.0,290,1430,1380,480,15.0,17.0,2.4,2.7,16.0,7.8,3.2,46,140,190.0,140.0,14.0,25.0,21.0,20.0,4.0,12.0,69.7,10.5,1.0,0.0,0.375,0.0,0.07,18.0,0.0,0.0225,0.015,18.0,0.0,0.0,0.0,0.35,0.0,190.0,200.0,940.0,,0.0,480.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,AISI-334-S33400-Stainless-Steel,200.0,34.0,0.28,77.0,540.0,190.0,290,1410,1370,480,,16.0,,,22.0,7.9,4.1,59,170,140.0,96.0,14.0,25.0,19.0,19.0,,12.0,59.2,20.0,0.5,0.0,0.5,0.0,0.04,19.0,0.0,0.015,0.0075,19.0,0.0,0.0,0.375,0.375,0.0,180.0,150.0,1000.0,,0.0,490.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,AISI-347-S34700-Stainless-Steel,200.0,40.0,0.28,77.0,650.0,295.0,290,1430,1400,480,16.0,17.0,2.4,2.7,19.0,7.8,3.6,52,150,205.0,230.0,14.0,25.0,23.5,21.0,4.3,14.0,69.05,11.0,1.0,0.0,0.375,0.0,0.04,18.0,0.0,0.0225,0.015,18.0,0.5,0.0,0.0,0.0,0.0,185.0,245.0,870.0,,0.0,480.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,AISI-347H-S34709-Stainless-Steel,200.0,39.0,0.28,77.0,580.0,230.0,290,1430,1390,480,16.0,16.0,2.4,2.7,19.0,7.8,3.6,52,150,180.0,140.0,14.0,25.0,21.0,20.0,4.2,13.0,69.05,11.0,1.0,0.0,0.375,0.0,0.07,18.0,0.0,0.0225,0.015,18.0,0.5,0.0,0.0,0.0,0.0,170.0,200.0,940.0,,0.0,480.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,AISI-347LN-S34751-Stainless-Steel,200.0,40.0,0.28,77.0,590.0,230.0,290,1430,1380,480,15.0,16.0,2.4,2.7,18.0,7.8,3.5,49,150,190.0,130.0,14.0,25.0,21.0,20.0,4.1,13.0,69.0,11.0,1.0,0.0,0.5,0.0,0.0125,18.0,0.0,0.0225,0.015,19.0,0.35,0.08,0.0,0.0,0.0,180.0,200.0,940.0,,0.0,460.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,AISI-348-S34800-Stainless-Steel,200.0,41.0,0.28,77.0,580.0,230.0,290,1430,1390,480,16.0,16.0,2.4,2.7,19.0,7.8,3.7,54,150,190.0,140.0,14.0,25.0,21.0,20.0,4.2,13.0,68.9,11.0,1.0,0.0,0.375,0.0,0.04,18.0,0.0,0.0225,0.015,18.0,0.5,0.0,0.0,0.0,0.0,170.0,200.0,940.0,,0.0,480.0,0.0,0.1,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
759,AISI-348H-S34809-Stainless-Steel,200.0,40.0,0.28,77.0,580.0,230.0,290,1430,1390,480,15.0,16.0,2.4,2.7,20.0,7.8,3.9,56,150,190.0,140.0,14.0,25.0,21.0,20.0,4.1,13.0,68.69999999999999,11.0,1.0,0.0,0.375,0.0,0.07,18.0,0.0,0.0225,0.015,18.0,0.66,0.0,0.0,0.0,0.0,180.0,200.0,940.0,,0.0,500.0,0.0,0.1,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
760,AISI-384-S38400-Stainless-Steel,200.0,,0.28,76.0,480.0,,290,1420,1380,480,16.0,16.0,2.2,2.5,20.0,7.9,3.7,52,150,,,14.0,24.0,17.0,17.0,4.3,11.0,64.45,18.0,1.0,0.0,0.5,0.0,0.02,16.0,0.0,0.0225,0.015,16.0,0.0,0.0,0.0,0.0,0.0,150.0,,910.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,EN-1.4020-X13CrMnNiN18-13-2-Stainless-Steel,200.0,23.5,0.28,77.0,950.0,690.0,280,1390,1350,480,,17.0,,,11.0,7.6,2.5,37,150,180.0,1375.0,14.0,25.0,34.5,28.5,,19.5,67.3,1.5,12.5,0.0,0.5,0.0,0.075,17.75,0.0,0.0225,0.015,23.0,0.0,0.325,0.0,0.0,0.0,265.0,440.0,890.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,EN-1.4301-X5CrNi18-10-Stainless-Steel,200.0,30.0,0.28,77.0,755.0,395.0,290,1430,1380,480,15.0,16.0,2.4,2.7,15.0,7.8,3.0,43,140,165.0,470.0,14.0,25.0,27.0,23.5,4.0,17.0,70.65,9.25,1.0,0.0,0.5,0.0,0.035,18.5,0.0,0.0225,0.0075,19.0,0.0,0.05,0.0,0.0,0.0,230.0,265.0,940.0,92.5,0.0,420.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,EN-1.4303-X4CrNi18-12-Stainless-Steel,200.0,31.0,0.28,77.0,745.0,395.0,290,1420,1380,480,15.0,16.0,2.4,2.7,17.0,7.8,3.2,46,150,170.0,470.0,14.0,25.0,26.5,23.0,4.0,16.5,68.4,12.0,1.0,0.0,0.5,0.0,0.03,18.0,0.0,0.0225,0.0075,19.0,0.0,0.05,0.0,0.0,0.0,230.0,270.0,940.0,94.5,0.0,410.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
